Season,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR
23/24,01/10/23,Udinese,Genoa,2,2,D,1,2,A,11,8,2,4,12,12,5,0,2,2,1,0
23/24,01/10/23,Atalanta,Juventus,0,0,D,0,0,D,15,5,2,3,13,7,5,2,1,2,0,0
23/24,01/10/23,Roma,Frosinone,2,0,H,1,0,H,11,8,5,0,12,11,7,3,1,2,0,0
23/24,02/10/23,Sassuolo,Monza,0,1,A,0,0,D,19,13,7,4,8,10,7,4,0,0,0,0
23/24,02/10/23,Torino,Verona,0,0,D,0,0,D,8,5,2,2,6,11,10,1,1,1,0,0
23/24,02/10/23,Fiorentina,Cagliari,3,0,H,2,0,H,14,6,2,4,10,10,4,2,1,1,0,0
23/24,06/10/23,Empoli,Udinese,0,0,D,0,0,D,18,11,3,1,11,15,5,7,1,2,0,0
23/24,06/10/23,Lecce,Sassuolo,1,1,D,0,1,A,13,14,4,1,9,15,5,3,2,3,0,0
23/24,07/10/23,Inter,Bologna,2,2,D,2,1,H,14,8,5,3,11,9,7,7,2,3,0,0
23/24,07/10/23,Juventus,Torino,2,0,H,0,0,D,17,10,6,1,10,8,7,3,1,1,0,0
23/24,07/10/23,Genoa,Milan,0,1,A,0,0,D,7,12,1,3,10,13,3,2,3,5,1,1
23/24,08/10/23,Monza,Salernitana,3,0,H,2,0,H,16,8,7,5,8,16,7,7,1,2,0,0
23/24,08/10/23,Frosinone,Verona,2,1,H,1,0,H,11,16,2,4,9,12,2,4,1,4,0,0
23/24,08/10/23,Lazio,Atalanta,3,2,H,2,1,H,12,12,4,4,7,10,4,6,1,1,0,0
23/24,08/10/23,Cagliari,Roma,1,4,A,0,2,A,16,11,2,5,15,13,4,3,2,3,0,0
23/24,08/10/23,Napoli,Fiorentina,1,3,A,1,1,D,16,12,4,3,4,14,6,4,2,4,0,0
23/24,21/10/23,Verona,Napoli,1,3,A,0,2,A,15,22,9,10,12,9,5,8,3,2,0,0
23/24,21/10/23,Torino,Inter,0,3,A,0,0,D,7,14,3,4,13,8,2,4,1,2,0,0
23/24,21/10/23,Sassuolo,Lazio,0,2,A,0,2,A,9,18,2,6,6,10,5,7,1,5,0,0
23/24,22/10/23,Roma,Monza,1,0,H,0,0,D,21,11,4,4,11,11,8,5,2,4,0,1
23/24,22/10/23,Bologna,Frosinone,2,1,H,2,0,H,12,12,6,5,10,14,4,5,2,2,0,1
23/24,22/10/23,Salernitana,Cagliari,2,2,D,0,0,D,13,13,2,6,11,12,8,5,3,4,0,0
23/24,22/10/23,Atalanta,Genoa,2,0,H,0,0,D,13,15,8,4,17,9,8,4,4,2,0,0
23/24,22/10/23,Milan,Juventus,0,1,A,0,0,D,7,14,1,4,12,16,6,3,1,4,1,0
23/24,23/10/23,Udinese,Lecce,1,1,D,0,0,D,12,12,6,1,11,15,2,7,3,5,0,0
23/24,23/10/23,Fiorentina,Empoli,0,2,A,0,1,A,19,7,7,3,13,17,13,3,1,3,0,0
23/24,27/10/23,Genoa,Salernitana,1,0,H,1,0,H,8,7,4,2,11,19,7,0,3,4,0,0
23/24,28/10/23,Sassuolo,Bologna,1,1,D,1,1,D,17,9,6,5,11,10,6,2,1,4,0,0
23/24,28/10/23,Lecce,Torino,0,1,A,0,1,A,11,10,6,2,17,19,3,0,3,5,0,0
23/24,28/10/23,Juventus,Verona,1,0,H,0,0,D,30,7,6,1,13,8,5,1,3,2,0,0
23/24,29/10/23,Cagliari,Frosinone,4,3,H,0,2,A,24,10,6,6,8,7,5,7,1,4,0,0
23/24,29/10/23,Monza,Udinese,1,1,D,1,0,H,10,10,4,3,15,11,10,3,2,1,0,0
23/24,29/10/23,Inter,Roma,1,0,H,0,0,D,19,3,3,1,14,9,8,0,3,4,0,0
23/24,29/10/23,Napoli,Milan,2,2,D,0,2,A,17,20,4,6,14,10,6,4,4,3,1,0
23/24,30/10/23,Empoli,Atalanta,0,3,A,0,2,A,9,18,2,6,10,13,3,6,4,0,0,0
23/24,30/10/23,Lazio,Fiorentina,1,0,H,0,0,D,11,9,4,5,12,17,0,4,3,3,0,0
23/24,03/11/23,Bologna,Lazio,1,0,H,0,0,D,6,11,2,1,12,8,2,6,2,5,0,0
23/24,04/11/23,Salernitana,Napoli,0,2,A,0,1,A,10,21,3,8,15,10,8,9,1,1,0,0
23/24,04/11/23,Atalanta,Inter,1,2,A,0,1,A,14,10,4,4,13,9,6,1,4,1,1,0
23/24,04/11/23,Milan,Udinese,0,1,A,0,0,D,14,12,5,2,13,14,11,5,1,2,0,0
23/24,05/11/23,Verona,Monza,1,3,A,0,1,A,16,12,5,6,6,12,2,6,1,2,0,0
23/24,05/11/23,Cagliari,Genoa,2,1,H,0,0,D,12,8,4,2,14,11,1,1,4,2,0,0
23/24,05/11/23,Roma,Lecce,2,1,H,0,0,D,15,15,5,4,18,11,5,2,3,5,0,0
23/24,05/11/23,Fiorentina,Juventus,0,1,A,0,1,A,25,4,4,3,12,21,9,2,1,3,0,0
23/24,06/11/23,Frosinone,Empoli,2,1,H,0,0,D,17,10,5,2,7,9,9,2,3,2,0,0
23/24,06/11/23,Torino,Sassuolo,2,1,H,1,1,D,21,5,9,2,9,6,9,2,1,1,0,0
23/24,10/11/23,Sassuolo,Salernitana,2,2,D,1,2,A,29,9,9,2,12,14,11,0,2,1,0,0
23/24,10/11/23,Genoa,Verona,1,0,H,1,0,H,16,7,6,1,9,16,6,7,1,4,0,0
23/24,11/11/23,Lecce,Milan,2,2,D,0,2,A,14,10,5,6,12,16,3,1,4,6,0,1
23/24,11/11/23,Juventus,Cagliari,2,1,H,0,0,D,18,11,4,2,14,8,12,4,3,1,0,0
23/24,11/11/23,Monza,Torino,1,1,D,0,0,D,12,12,5,5,11,11,3,1,2,2,0,0
23/24,12/11/23,Napoli,Empoli,0,1,A,0,0,D,18,8,7,3,11,13,8,3,1,1,0,0
23/24,12/11/23,Fiorentina,Bologna,2,1,H,1,1,D,12,11,4,4,19,15,0,3,2,2,0,0
23/24,12/11/23,Udinese,Atalanta,1,1,D,1,0,H,13,8,4,2,13,13,7,7,2,3,0,0
23/24,12/11/23,Lazio,Roma,0,0,D,0,0,D,7,8,2,1,12,13,4,1,3,4,0,0
23/24,12/11/23,Inter,Frosinone,2,0,H,1,0,H,21,12,6,3,7,16,9,4,0,1,0,0
23/24,25/11/23,Salernitana,Lazio,2,1,H,0,1,A,13,13,6,2,11,12,4,9,5,3,0,0
23/24,25/11/23,Atalanta,Napoli,1,2,A,0,1,A,16,11,5,4,15,9,5,4,2,2,0,0
23/24,25/11/23,Milan,Fiorentina,1,0,H,1,0,H,9,20,6,4,9,10,3,11,1,2,0,0
23/24,26/11/23,Cagliari,Monza,1,1,D,1,0,H,17,12,6,4,10,15,10,11,1,2,0,0
23/24,26/11/23,Empoli,Sassuolo,3,4,A,2,2,D,11,17,9,9,20,15,6,5,4,2,0,0
23/24,26/11/23,Frosinone,Genoa,2,1,H,1,1,D,9,13,5,3,5,14,4,2,2,4,0,0
23/24,26/11/23,Roma,Udinese,3,1,H,1,0,H,12,6,5,2,8,15,7,1,1,3,0,0
23/24,26/11/23,Juventus,Inter,1,1,D,1,1,D,4,8,1,4,12,13,1,0,2,1,0,0
23/24,27/11/23,Verona,Lecce,2,2,D,1,1,D,19,14,11,5,15,17,4,2,1,2,0,0
23/24,27/11/23,Bologna,Torino,2,0,H,0,0,D,13,9,2,3,16,15,3,2,3,4,0,0
23/24,01/12/23,Monza,Juventus,1,2,A,0,1,A,16,18,1,7,12,8,7,3,1,2,0,0
23/24,02/12/23,Genoa,Empoli,1,1,D,1,0,H,21,9,1,1,15,19,5,3,3,1,0,0
23/24,02/12/23,Lazio,Cagliari,1,0,H,1,0,H,10,9,5,2,11,12,4,3,0,2,0,1
23/24,02/12/23,Milan,Frosinone,3,1,H,1,0,H,10,15,3,3,11,6,6,7,1,1,0,0
23/24,03/12/23,Lecce,Bologna,1,1,D,0,0,D,14,11,4,4,12,18,6,3,3,2,0,0
23/24,03/12/23,Fiorentina,Salernitana,3,0,H,2,0,H,22,11,9,1,13,12,3,2,1,0,0,0
23/24,03/12/23,Udinese,Verona,3,3,D,2,1,H,12,13,6,4,16,13,5,3,2,5,0,0
23/24,03/12/23,Sassuolo,Roma,1,2,A,1,0,H,8,15,2,7,10,11,1,11,4,1,1,0
23/24,03/12/23,Napoli,Inter,0,3,A,0,1,A,15,11,4,4,2,13,6,4,2,2,0,0
23/24,04/12/23,Torino,Atalanta,3,0,H,1,0,H,9,10,5,4,12,14,4,3,2,2,0,0
23/24,08/12/23,Juventus,Napoli,1,0,H,0,0,D,11,13,2,1,11,12,3,6,2,4,0,0
23/24,09/12/23,Verona,Lazio,1,1,D,0,1,A,5,14,1,5,16,11,1,7,2,4,1,0
23/24,09/12/23,Atalanta,Milan,3,2,H,1,1,D,19,14,7,4,11,11,6,4,1,5,0,1
23/24,09/12/23,Inter,Udinese,4,0,H,3,0,H,17,11,8,1,9,6,6,1,0,1,0,0
23/24,10/12/23,Frosinone,Torino,0,0,D,0,0,D,11,16,5,3,13,17,3,8,3,3,0,0
23/24,10/12/23,Monza,Genoa,1,0,H,0,0,D,6,16,3,1,11,13,2,3,1,2,0,0
23/24,10/12/23,Salernitana,Bologna,1,2,A,0,2,A,9,10,2,5,20,15,5,1,7,2,0,0
23/24,10/12/23,Roma,Fiorentina,1,1,D,1,0,H,4,14,1,8,14,14,1,6,5,3,2,1
23/24,11/12/23,Empoli,Lecce,1,1,D,0,0,D,18,14,6,5,14,18,8,3,2,2,0,0
23/24,11/12/23,Cagliari,Sassuolo,2,1,H,0,1,A,18,8,6,4,15,15,10,4,1,7,0,1
23/24,15/12/23,Genoa,Juventus,1,1,D,0,1,A,11,11,3,4,14,12,6,8,2,3,0,0
23/24,16/12/23,Lecce,Frosinone,2,1,H,1,1,D,18,11,6,5,8,14,5,4,1,4,0,0
23/24,16/12/23,Napoli,Cagliari,2,1,H,0,0,D,21,9,5,3,9,10,5,3,5,3,0,0
23/24,16/12/23,Torino,Empoli,1,0,H,1,0,H,10,7,3,2,15,10,6,4,4,2,0,0
23/24,17/12/23,Milan,Monza,3,0,H,2,0,H,17,21,9,4,8,8,4,5,1,2,0,0
23/24,17/12/23,Fiorentina,Verona,1,0,H,0,0,D,5,19,3,7,11,12,1,6,3,1,0,0
23/24,17/12/23,Udinese,Sassuolo,2,2,D,1,0,H,9,21,7,7,13,6,1,13,3,1,1,0
23/24,17/12/23,Bologna,Roma,2,0,H,1,0,H,8,8,2,3,16,16,0,4,4,4,0,0
23/24,17/12/23,Lazio,Inter,0,2,A,0,1,A,13,12,4,4,13,15,8,7,1,2,1,0
23/24,18/12/23,Atalanta,Salernitana,4,1,H,0,1,A,20,10,11,3,9,11,10,7,1,2,0,0
23/24,22/12/23,Empoli,Lazio,0,2,A,0,1,A,21,14,7,7,6,17,8,9,3,2,0,0
23/24,22/12/23,Sassuolo,Genoa,1,2,A,1,0,H,12,14,3,5,11,9,3,6,2,1,0,0
23/24,22/12/23,Monza,Fiorentina,0,1,A,0,1,A,7,14,2,5,12,16,1,4,3,4,0,0
23/24,22/12/23,Salernitana,Milan,2,2,D,1,1,D,19,21,7,9,16,11,6,6,3,1,1,0
23/24,23/12/23,Frosinone,Juventus,1,2,A,0,1,A,10,13,3,3,6,12,8,8,0,2,0,0
23/24,23/12/23,Bologna,Atalanta,1,0,H,0,0,D,9,12,1,2,10,14,2,3,2,4,0,0
23/24,23/12/23,Torino,Udinese,1,1,D,0,0,D,14,10,4,4,10,11,8,2,2,2,0,0
23/24,23/12/23,Inter,Lecce,2,0,H,1,0,H,20,11,8,5,8,14,16,2,1,3,0,1
23/24,23/12/23,Verona,Cagliari,2,0,H,0,0,D,13,12,5,3,8,19,11,7,3,4,0,1
23/24,23/12/23,Roma,Napoli,2,0,H,0,0,D,17,7,4,2,19,12,4,0,7,4,0,2
23/24,29/12/23,Fiorentina,Torino,1,0,H,0,0,D,12,6,3,3,11,15,4,2,4,2,0,0
23/24,29/12/23,Napoli,Monza,0,0,D,0,0,D,25,8,9,3,10,21,10,1,4,4,0,0
23/24,29/12/23,Genoa,Inter,1,1,D,1,1,D,13,16,4,6,13,15,8,2,2,2,0,0
23/24,29/12/23,Lazio,Frosinone,3,1,H,0,0,D,13,11,5,2,18,15,6,2,3,2,0,0
23/24,30/12/23,Atalanta,Lecce,1,0,H,0,0,D,17,15,4,2,10,16,5,6,2,2,0,0
23/24,30/12/23,Cagliari,Empoli,0,0,D,0,0,D,15,5,3,1,18,18,8,6,1,3,0,0
23/24,30/12/23,Udinese,Bologna,3,0,H,1,0,H,15,14,7,5,15,14,7,7,2,5,0,0
23/24,30/12/23,Milan,Sassuolo,1,0,H,0,0,D,20,12,2,6,8,7,6,5,0,1,0,0
23/24,30/12/23,Verona,Salernitana,0,1,A,0,0,D,11,9,0,3,14,13,7,6,2,2,0,0
23/24,30/12/23,Juventus,Roma,1,0,H,0,0,D,13,11,4,2,15,14,2,2,1,1,0,0
23/24,05/01/24,Bologna,Genoa,1,1,D,0,1,A,21,3,8,1,8,10,11,2,3,3,0,0
23/24,06/01/24,Inter,Verona,2,1,H,1,0,H,15,8,6,3,16,15,7,0,0,2,0,1
23/24,06/01/24,Frosinone,Monza,2,3,A,0,2,A,10,7,5,2,11,16,5,1,3,5,0,0
23/24,06/01/24,Lecce,Cagliari,1,1,D,1,0,H,15,14,2,2,20,14,7,6,1,1,0,0
23/24,06/01/24,Sassuolo,Fiorentina,1,0,H,1,0,H,7,9,1,3,10,14,1,8,3,2,0,0
23/24,07/01/24,Empoli,Milan,0,3,A,0,2,A,17,13,2,6,9,13,6,6,1,2,0,0
23/24,07/01/24,Torino,Napoli,3,0,H,1,0,H,10,10,6,3,7,10,2,5,0,2,0,1
23/24,07/01/24,Udinese,Lazio,1,2,A,0,1,A,13,7,2,2,16,22,4,4,5,3,0,0
23/24,07/01/24,Salernitana,Juventus,1,2,A,1,0,H,8,18,3,3,9,15,2,8,3,5,1,0
23/24,07/01/24,Roma,Atalanta,1,1,D,1,1,D,16,8,6,2,14,14,6,5,1,6,0,0
23/24,13/01/24,Genoa,Torino,0,0,D,0,0,D,11,6,6,0,11,11,8,4,3,2,0,0
23/24,13/01/24,Napoli,Salernitana,2,1,H,1,1,D,20,6,7,2,15,10,8,3,3,2,0,0
23/24,13/01/24,Verona,Empoli,2,1,H,1,0,H,12,14,7,1,20,17,5,9,4,3,1,0
23/24,13/01/24,Monza,Inter,1,5,A,0,2,A,9,20,2,7,6,12,4,5,2,2,0,0
23/24,14/01/24,Lazio,Lecce,1,0,H,0,0,D,8,11,2,3,14,12,2,5,4,4,0,0
23/24,14/01/24,Cagliari,Bologna,2,1,H,1,1,D,4,11,2,4,12,8,2,5,3,2,0,0
23/24,14/01/24,Fiorentina,Udinese,2,2,D,0,1,A,10,12,3,6,14,13,4,4,1,1,0,0
23/24,14/01/24,Milan,Roma,3,1,H,1,0,H,17,12,5,5,12,9,2,5,2,3,0,0
23/24,15/01/24,Atalanta,Frosinone,5,0,H,3,0,H,21,8,9,5,11,8,8,2,0,1,0,0
23/24,16/01/24,Juventus,Sassuolo,3,0,H,2,0,H,12,8,5,4,9,9,5,2,0,2,0,0
23/24,20/01/24,Roma,Verona,2,1,H,2,0,H,9,12,2,3,14,12,1,2,2,2,0,0
23/24,20/01/24,Udinese,Milan,2,3,A,1,1,D,11,15,6,7,12,9,5,7,6,1,0,0
23/24,21/01/24,Frosinone,Cagliari,3,1,H,0,1,A,17,9,7,4,11,18,8,4,3,5,0,0
23/24,21/01/24,Empoli,Monza,3,0,H,2,0,H,9,15,5,5,15,10,1,7,1,3,0,0
23/24,21/01/24,Salernitana,Genoa,1,2,A,1,1,D,11,5,2,5,7,15,5,5,0,5,0,0
23/24,21/01/24,Lecce,Juventus,0,3,A,0,0,D,12,15,3,8,8,12,5,5,1,1,0,0
23/24,26/01/24,Cagliari,Torino,1,2,A,0,2,A,25,16,10,6,12,12,8,2,2,4,0,0
23/24,27/01/24,Atalanta,Udinese,2,0,H,2,0,H,14,13,11,5,8,11,4,4,2,1,0,0
23/24,27/01/24,Juventus,Empoli,1,1,D,0,0,D,9,16,3,5,11,6,6,7,1,1,1,0
23/24,27/01/24,Milan,Bologna,2,2,D,1,1,D,14,15,4,4,16,12,4,1,5,3,0,0
23/24,28/01/24,Genoa,Lecce,2,1,H,0,1,A,19,19,7,5,12,17,3,8,0,2,0,0
23/24,28/01/24,Monza,Sassuolo,1,0,H,1,0,H,12,14,1,3,8,13,4,5,1,3,0,0
23/24,28/01/24,Verona,Frosinone,1,1,D,1,0,H,15,11,5,6,17,12,1,9,2,2,0,0
23/24,28/01/24,Lazio,Napoli,0,0,D,0,0,D,10,5,1,0,11,11,4,3,3,2,0,0
23/24,28/01/24,Fiorentina,Inter,0,1,A,0,1,A,14,8,4,4,6,12,7,6,2,3,0,0
23/24,29/01/24,Salernitana,Roma,1,2,A,0,0,D,15,5,7,2,12,12,5,1,2,3,0,0
23/24,02/02/24,Lecce,Fiorentina,3,2,H,1,0,H,16,10,8,3,13,14,1,3,3,3,0,0
23/24,03/02/24,Empoli,Genoa,0,0,D,0,0,D,15,10,4,2,11,12,6,6,2,3,0,1
23/24,03/02/24,Udinese,Monza,0,0,D,0,0,D,21,3,6,2,12,13,7,4,3,2,0,0
23/24,03/02/24,Frosinone,Milan,2,3,A,1,1,D,7,13,4,5,10,13,2,4,1,3,0,0
23/24,03/02/24,Bologna,Sassuolo,4,2,H,1,2,A,19,12,4,4,12,10,7,4,1,3,0,0
23/24,04/02/24,Torino,Salernitana,0,0,D,0,0,D,13,3,1,1,11,8,10,1,2,1,0,0
23/24,04/02/24,Napoli,Verona,2,1,H,0,0,D,19,12,8,2,11,14,9,2,3,2,0,0
23/24,04/02/24,Atalanta,Lazio,3,1,H,2,0,H,19,7,5,1,13,14,6,1,2,3,0,0
23/24,04/02/24,Inter,Juventus,1,0,H,1,0,H,15,12,3,1,8,8,6,4,2,2,0,0
23/24,05/02/24,Roma,Cagliari,4,0,H,2,0,H,20,12,6,3,8,12,7,5,1,1,0,0
23/24,09/02/24,Salernitana,Empoli,1,3,A,0,1,A,13,17,4,3,10,17,4,8,3,2,0,0
23/24,10/02/24,Cagliari,Lazio,1,3,A,0,1,A,13,12,6,5,6,9,7,8,1,3,0,0
23/24,10/02/24,Roma,Inter,2,4,A,2,1,H,8,10,3,6,9,14,3,8,2,0,0,0
23/24,10/02/24,Sassuolo,Torino,1,1,D,1,1,D,11,13,4,2,12,11,5,4,1,3,0,0
23/24,11/02/24,Fiorentina,Frosinone,5,1,H,3,0,H,18,11,7,3,16,8,2,5,3,1,0,0
23/24,11/02/24,Bologna,Lecce,4,0,H,2,0,H,16,14,6,3,10,13,4,3,1,2,0,0
23/24,11/02/24,Monza,Verona,0,0,D,0,0,D,11,10,1,1,19,15,5,2,1,2,0,0
23/24,11/02/24,Genoa,Atalanta,1,4,A,0,1,A,15,14,6,9,8,13,7,4,3,4,0,0
23/24,11/02/24,Milan,Napoli,1,0,H,1,0,H,10,12,6,2,9,12,1,2,1,1,0,0
23/24,12/02/24,Juventus,Udinese,0,1,A,0,1,A,14,8,6,1,15,10,8,4,3,3,0,0
23/24,14/02/24,Bologna,Fiorentina,2,0,H,1,0,H,18,12,7,3,11,8,2,3,2,3,0,0
23/24,16/02/24,Torino,Lecce,2,0,H,0,0,D,12,8,4,4,16,11,5,5,1,4,0,1
23/24,16/02/24,Inter,Salernitana,4,0,H,3,0,H,26,1,10,0,9,9,18,0,0,1,0,0
23/24,17/02/24,Napoli,Genoa,1,1,D,0,0,D,25,6,7,4,9,13,7,2,3,2,0,0
23/24,17/02/24,Verona,Juventus,2,2,D,1,1,D,14,18,9,4,8,10,5,4,0,0,0,0
23/24,17/02/24,Atalanta,Sassuolo,3,0,H,1,0,H,28,12,13,4,10,9,11,5,0,0,0,0
23/24,18/02/24,Lazio,Bologna,1,2,A,1,1,D,12,11,7,3,5,11,8,3,2,3,0,0
23/24,18/02/24,Empoli,Fiorentina,1,1,D,0,1,A,5,9,4,4,15,14,0,3,3,2,0,0
23/24,18/02/24,Udinese,Cagliari,1,1,D,1,1,D,17,5,3,2,14,10,3,4,3,2,0,0
23/24,18/02/24,Frosinone,Roma,0,3,A,0,1,A,25,13,7,5,10,16,10,2,0,3,0,0
23/24,18/02/24,Monza,Milan,4,2,H,2,0,H,12,16,6,6,11,10,7,3,4,1,0,1
23/24,22/02/24,Torino,Lazio,0,2,A,0,0,D,24,7,4,4,11,7,7,4,3,2,0,1
23/24,23/02/24,Bologna,Verona,2,0,H,1,0,H,12,7,3,3,12,15,11,1,2,2,0,0
23/24,24/02/24,Sassuolo,Empoli,2,3,A,0,1,A,19,14,5,6,12,14,4,1,1,3,0,0
23/24,24/02/24,Salernitana,Monza,0,2,A,0,0,D,11,17,3,7,6,13,7,11,2,2,0,0
23/24,24/02/24,Genoa,Udinese,2,0,H,2,0,H,19,5,4,1,9,17,8,3,1,4,0,1
23/24,25/02/24,Juventus,Frosinone,3,2,H,2,2,D,22,7,5,3,12,6,8,3,2,2,0,0
23/24,25/02/24,Cagliari,Napoli,1,1,D,0,0,D,8,9,3,4,12,12,4,3,4,1,0,0
23/24,25/02/24,Lecce,Inter,0,4,A,0,1,A,14,11,2,7,13,6,7,10,1,2,0,0
23/24,25/02/24,Milan,Atalanta,1,1,D,1,1,D,20,8,7,3,12,16,5,3,1,4,0,0
23/24,26/02/24,Roma,Torino,3,2,H,1,1,D,6,14,3,6,12,16,0,4,2,2,0,0
23/24,26/02/24,Fiorentina,Lazio,2,1,H,0,1,A,22,5,7,1,15,12,13,2,0,2,0,0
23/24,28/02/24,Sassuolo,Napoli,1,6,A,1,3,A,5,27,2,9,3,5,5,10,0,0,0,0
23/24,28/02/24,Inter,Atalanta,4,0,H,2,0,H,15,6,7,1,10,15,4,1,2,6,0,0
23/24,01/03/24,Lazio,Milan,0,1,A,0,0,D,11,14,3,5,17,19,2,5,5,6,3,0
23/24,02/03/24,Udinese,Salernitana,1,1,D,1,1,D,18,17,5,1,13,13,5,6,6,1,1,0
23/24,02/03/24,Monza,Roma,1,4,A,0,2,A,16,12,5,6,11,18,6,3,1,4,0,0
23/24,02/03/24,Torino,Fiorentina,0,0,D,0,0,D,8,14,2,3,13,13,4,5,2,4,1,0
23/24,03/03/24,Verona,Sassuolo,1,0,H,0,0,D,10,13,5,2,23,10,2,10,4,2,0,0
23/24,03/03/24,Empoli,Cagliari,0,1,A,0,0,D,16,8,3,4,11,15,9,2,0,3,0,0
23/24,03/03/24,Frosinone,Lecce,1,1,D,1,0,H,15,11,7,4,11,10,12,8,1,1,0,0
23/24,03/03/24,Atalanta,Bologna,1,2,A,1,0,H,11,11,2,6,11,12,6,2,3,2,0,0
23/24,03/03/24,Napoli,Juventus,2,1,H,1,0,H,14,18,7,4,6,16,2,1,1,4,0,0
23/24,04/03/24,Inter,Genoa,2,1,H,2,0,H,16,10,5,2,5,17,4,5,2,3,0,0
23/24,08/03/24,Napoli,Torino,1,1,D,0,0,D,22,11,8,2,9,13,13,7,2,2,0,0
23/24,09/03/24,Cagliari,Salernitana,4,2,H,2,0,H,12,12,7,5,16,11,5,4,1,2,0,0
23/24,09/03/24,Sassuolo,Frosinone,1,0,H,0,0,D,10,11,4,1,14,9,1,2,3,1,0,0
23/24,09/03/24,Bologna,Inter,0,1,A,0,1,A,19,5,3,4,17,12,7,2,2,1,0,0
23/24,09/03/24,Genoa,Monza,2,3,A,0,2,A,22,9,6,5,11,10,10,1,1,1,0,0
23/24,10/03/24,Lecce,Verona,0,1,A,0,1,A,15,13,3,4,15,19,11,6,3,3,0,1
23/24,10/03/24,Milan,Empoli,1,0,H,1,0,H,15,5,5,2,18,13,11,4,1,4,0,0
23/24,10/03/24,Juventus,Atalanta,2,2,D,0,1,A,18,7,5,3,12,10,4,3,0,1,0,0
23/24,10/03/24,Fiorentina,Roma,2,2,D,1,0,H,15,10,5,5,10,15,8,2,2,5,0,0
23/24,11/03/24,Lazio,Udinese,1,2,A,0,0,D,18,14,6,5,9,15,9,5,3,6,0,1
23/24,15/03/24,Empoli,Bologna,0,1,A,0,0,D,10,20,1,9,19,12,7,6,4,0,0,0
23/24,16/03/24,Monza,Cagliari,1,0,H,1,0,H,15,10,3,0,11,9,3,7,2,1,0,0
23/24,16/03/24,Udinese,Torino,0,2,A,0,1,A,12,12,1,5,11,17,3,4,3,2,0,0
23/24,16/03/24,Salernitana,Lecce,0,1,A,0,1,A,15,17,6,4,9,18,7,1,4,3,0,0
23/24,16/03/24,Frosinone,Lazio,2,3,A,1,1,D,14,22,5,7,10,15,9,4,1,3,0,0
23/24,17/03/24,Juventus,Genoa,0,0,D,0,0,D,17,5,2,2,11,11,12,2,4,1,1,0
23/24,17/03/24,Verona,Milan,1,3,A,0,1,A,15,18,4,6,9,8,3,5,1,3,0,0
23/24,17/03/24,Roma,Sassuolo,1,0,H,0,0,D,10,8,4,2,11,10,4,7,2,1,0,0
23/24,17/03/24,Inter,Napoli,1,1,D,1,0,H,19,11,6,3,19,6,5,7,2,1,0,0
23/24,30/03/24,Napoli,Atalanta,0,3,A,0,2,A,20,12,6,6,6,13,7,5,2,2,0,0
23/24,30/03/24,Genoa,Frosinone,1,1,D,1,1,D,9,15,3,3,16,11,3,8,2,1,0,0
23/24,30/03/24,Torino,Monza,1,0,H,0,0,D,15,9,6,2,9,11,7,2,0,3,0,1
23/24,30/03/24,Lazio,Juventus,1,0,H,0,0,D,16,9,4,3,12,10,7,2,1,2,0,0
23/24,30/03/24,Fiorentina,Milan,1,2,A,0,0,D,17,14,7,10,8,12,7,5,2,3,0,0
23/24,01/04/24,Bologna,Salernitana,3,0,H,2,0,H,14,8,3,2,11,12,5,3,0,3,0,0
23/24,01/04/24,Cagliari,Verona,1,1,D,0,1,A,11,8,2,5,11,16,7,2,0,2,0,0
23/24,01/04/24,Sassuolo,Udinese,1,1,D,1,1,D,14,12,5,3,7,10,10,1,1,2,0,0
23/24,01/04/24,Lecce,Roma,0,0,D,0,0,D,27,10,6,3,9,12,8,4,3,2,0,0
23/24,01/04/24,Inter,Empoli,2,0,H,1,0,H,19,14,7,3,14,16,8,6,0,2,0,0
23/24,05/04/24,Salernitana,Sassuolo,2,2,D,0,2,A,5,16,2,5,10,13,4,9,4,3,0,0
23/24,06/04/24,Milan,Lecce,3,0,H,2,0,H,16,12,8,7,8,8,5,1,1,1,0,1
23/24,06/04/24,Roma,Lazio,1,0,H,1,0,H,15,11,3,1,14,15,3,6,6,3,0,0
23/24,06/04/24,Empoli,Torino,3,2,H,1,0,H,4,19,3,5,13,13,1,7,2,1,0,0
23/24,07/04/24,Frosinone,Bologna,0,0,D,0,0,D,12,13,5,5,10,14,5,2,1,3,0,0
23/24,07/04/24,Monza,Napoli,2,4,A,1,0,H,7,19,2,8,10,8,1,6,3,1,0,0
23/24,07/04/24,Cagliari,Atalanta,2,1,H,1,1,D,11,7,3,2,16,19,4,4,3,3,0,0
23/24,07/04/24,Verona,Genoa,1,2,A,1,1,D,12,11,3,5,14,15,5,3,3,1,0,0
23/24,07/04/24,Juventus,Fiorentina,1,0,H,1,0,H,7,13,2,2,16,8,5,6,2,1,0,0
23/24,08/04/24,Udinese,Inter,1,2,A,1,0,H,3,23,1,6,11,11,0,8,1,2,0,0
23/24,12/04/24,Lazio,Salernitana,4,1,H,3,1,H,17,8,6,5,15,10,9,0,0,1,0,0
23/24,13/04/24,Lecce,Empoli,1,0,H,0,0,D,14,3,7,0,18,15,10,3,1,0,0,0
